time,PPG
6.208,0.65591
6.240,0.60704
6.272,0.55327
6.304,0.50635
6.336,0.47019
6.368,0.44966
6.400,0.43011
6.432,0.41349
6.464,0.39687
6.496,0.37928
6.528,0.36657
6.560,0.35582
6.592,0.348
6.624,0.34213
6.656,0.3392
6.688,0.33333
6.720,0.32649
6.752,0.32551
6.784,0.3304
6.816,0.38221
6.848,0.49951
6.880,0.61095
6.912,0.66373
6.944,0.65396
6.976,0.61779
7.008,0.56891
7.040,0.52493
7.072,0.49267
7.104,0.46237
7.136,0.43597
7.168,0.4086
7.200,0.38514
7.232,0.36461
7.264,0.34409
7.296,0.32845
7.328,0.3216
7.360,0.31281
7.392,0.30401
7.424,0.29619
7.456,0.29032
7.488,0.28837
7.520,0.27859
7.552,0.28739
7.584,0.36364
7.616,0.48876
7.648,0.58456
7.680,0.6129
7.712,0.59238
7.744,0.55034
7.776,0.50342
7.808,0.46139
7.840,0.43304
7.872,0.40762
7.904,0.38221
7.936,0.40274
7.968,0.39003
8.000,0.3783
8.032,0.36559
8.064,0.35582
8.096,0.35484
8.128,0.348
8.160,0.34213
8.192,0.33627
8.224,0.33236
8.256,0.33236
8.288,0.33236
8.320,0.34702
8.352,0.41447
8.384,0.51222
8.416,0.5738
8.448,0.58847
8.480,0.56891
8.512,0.53763
8.544,0.5044
8.576,0.4741
8.608,0.45455
8.640,0.43402
8.672,0.41642
8.704,0.3998
8.736,0.3871
8.768,0.37634
8.800,0.37048
8.832,0.3607
8.864,0.35582
8.896,0.34995
8.928,0.34604
8.960,0.34213
8.992,0.33822
9.024,0.33627
9.056,0.33627
9.088,0.36364
9.120,0.435
9.152,0.52786
9.184,0.58162
9.216,0.58651
9.248,0.56598
9.280,0.53568
9.312,0.50635
9.344,0.47996
9.376,0.46237
9.408,0.44673
9.440,0.43206
9.472,0.41349
9.504,0.40274
9.536,0.39198
9.568,0.38221
9.600,0.37537
9.632,0.37146
9.664,0.36657
9.696,0.36364
9.728,0.35973
9.760,0.35679
9.792,0.35582
9.824,0.3607
9.856,0.3998
9.888,0.51124
9.920,0.6305
9.952,0.68328
9.984,0.67742
10.016,0.64516
10.048,0.60411
10.080,0.56891
10.112,0.53959
10.144,0.51417
10.176,0.4956
10.208,0.4741
10.240,0.45259
10.272,0.43793
10.304,0.42424
10.336,0.41349
10.368,0.40371
10.400,0.39589
10.432,0.38905
10.464,0.3871
10.496,0.38025
10.528,0.37634
10.560,0.37537
10.592,0.38514
10.624,0.45748
10.656,0.56109
10.688,0.65494
10.720,0.69208
10.752,0.67644
10.784,0.64223
10.816,0.60215
10.848,0.56794
10.880,0.54057
10.912,0.51613
10.944,0.49169
10.976,0.47019
11.008,0.45064
11.040,0.43793
11.072,0.42424
11.104,0.41251
11.136,0.40567
11.168,0.39687
11.200,0.39198
11.232,0.38905
11.264,0.38319
11.296,0.3783
11.328,0.37732
11.360,0.39785
11.392,0.48876
11.424,0.59335
11.456,0.67058
11.488,0.69013
11.520,0.66276
11.552,0.62366
11.584,0.5826
11.616,0.5523
11.648,0.53079
11.680,0.51026
11.712,0.48387
11.744,0.46139
11.776,0.44086
11.808,0.42913
11.840,0.41838
11.872,0.36755
11.904,0.35582
11.936,0.34702
11.968,0.33724
12.000,0.33236
12.032,0.33138
12.064,0.32845
12.096,0.32649
12.128,0.35777
12.160,0.46432
12.192,0.57087
12.224,0.64321
12.256,0.65591
12.288,0.62463
12.320,0.58162
12.352,0.53861
12.384,0.51026
12.416,0.49169
12.448,0.47214
12.480,0.44379
12.512,0.42424
12.544,0.40567
12.576,0.39296
12.608,0.38221
12.640,0.37537
12.672,0.36755
12.704,0.35875
12.736,0.35093
12.768,0.34702
12.800,0.34409
12.832,0.34018
12.864,0.33822
12.896,0.38416
12.928,0.50244
12.960,0.60704
12.992,0.6608
13.024,0.66373
13.056,0.62757
13.088,0.58358
13.120,0.54448
13.152,0.51906
13.184,0.49756
13.216,0.47801
13.248,0.45064
13.280,0.43011
13.312,0.41349
13.344,0.40078
13.376,0.38905
13.408,0.38025
13.440,0.37243
13.472,0.36657
13.504,0.35777
13.536,0.35582
13.568,0.35288
13.600,0.34604
13.632,0.35875
13.664,0.43597
13.696,0.56207
13.728,0.64418
13.760,0.67937
13.792,0.66862
13.824,0.63245
13.856,0.5826
13.888,0.53666
13.920,0.50929
13.952,0.4868
13.984,0.46237
14.016,0.43011
14.048,0.40371
14.080,0.38319
14.112,0.37146
14.144,0.35973
14.176,0.34409
14.208,0.3392
14.240,0.33333
14.272,0.32845
14.304,0.32454
14.336,0.31965
14.368,0.31281
14.400,0.348
14.432,0.4653
14.464,0.60411
14.496,0.67742
14.528,0.69404
14.560,0.66764
14.592,0.61388
14.624,0.56598
14.656,0.52786
14.688,0.50147
14.720,0.4741
14.752,0.44868
14.784,0.4174
14.816,0.39003
14.848,0.37439
14.880,0.36461
14.912,0.35582
14.944,0.34702
14.976,0.34311
15.008,0.33724
15.040,0.3304
15.072,0.32454
15.104,0.32356
15.136,0.32454
15.168,0.37634
15.200,0.51026
15.232,0.64223
15.264,0.70088
15.296,0.70577
15.328,0.67058
15.360,0.61388
15.392,0.56598
15.424,0.52884
15.456,0.50342
15.488,0.47898
15.520,0.45161
15.552,0.42033
15.584,0.3998
15.616,0.38319
15.648,0.37048
15.680,0.35973
15.712,0.35093
15.744,0.34115
15.776,0.32551
15.808,0.29032
15.840,0.27957
15.872,0.27664
15.904,0.27859
15.936,0.35875
15.968,0.52004
16.000,0.65494
16.032,0.70577
16.064,0.70088
16.096,0.65982
16.128,0.5914
16.160,0.54545
16.192,0.51222
16.224,0.48583
16.256,0.45846
16.288,0.43206
16.320,0.40371
16.352,0.38221
16.384,0.36364
16.416,0.35093
16.448,0.3392
16.480,0.32649
16.512,0.31476
16.544,0.3089
16.576,0.30401
16.608,0.29814
16.640,0.29228
16.672,0.30596
16.704,0.42913
16.736,0.59824
16.768,0.7087
16.800,0.73021
16.832,0.7087
16.864,0.65787
16.896,0.58553
16.928,0.54448
16.960,0.5132
16.992,0.48387
17.024,0.45161
17.056,0.42229
17.088,0.39198
17.120,0.36657
17.152,0.34311
17.184,0.33333
17.216,0.31965
17.248,0.30987
17.280,0.30303
17.312,0.29717
17.344,0.29326
17.376,0.28446
17.408,0.27761
17.440,0.30987
17.472,0.47214
17.504,0.63539
17.536,0.72141
17.568,0.72825
17.600,0.69599
17.632,0.64027
17.664,0.565
17.696,0.52688
17.728,0.49756
17.760,0.46139
17.792,0.42424
17.824,0.39003
17.856,0.35875
17.888,0.33627
17.920,0.31672
17.952,0.30401
17.984,0.29032
18.016,0.27761
18.048,0.26882
18.080,0.261
18.112,0.25709
18.144,0.2522
18.176,0.24242
18.208,0.29912
18.240,0.49853
18.272,0.66373
18.304,0.73118
18.336,0.72434
18.368,0.68133
18.400,0.62268
18.432,0.54741
18.464,0.50049
18.496,0.47116
18.528,0.43695
18.560,0.40371
18.592,0.37243
18.624,0.34409
18.656,0.32356
18.688,0.30499
18.720,0.29228
18.752,0.27761
18.784,0.26979
18.816,0.26295
18.848,0.25318
18.880,0.24633
18.912,0.24536
18.944,0.24536
18.976,0.3089
19.008,0.51026
19.040,0.66373
19.072,0.7175
19.104,0.70088
19.136,0.65298
19.168,0.59335
19.200,0.52102
19.232,0.48289
19.264,0.45846
19.296,0.4262
19.328,0.39492
19.360,0.36559
19.392,0.33724
19.424,0.31965
19.456,0.30596
19.488,0.29228
19.520,0.28348
19.552,0.2737
19.584,0.26686
19.616,0.26002
19.648,0.261
19.680,0.25806
19.712,0.26784
19.744,0.36852
19.776,0.58358
19.808,0.7175
19.840,0.75073
19.872,0.7263
19.904,0.67449
19.936,0.61584
19.968,0.55132
20.000,0.51026
20.032,0.48289
20.064,0.4477
20.096,0.40958
20.128,0.3783
20.160,0.34995
20.192,0.3304
20.224,0.32063
20.256,0.30792
20.288,0.29423
20.320,0.28543
20.352,0.27859
20.384,0.2737
20.416,0.26882
20.448,0.26491
20.480,0.2913
20.512,0.40274
20.544,0.63148
20.576,0.74487
20.608,0.75953
20.640,0.72825
20.672,0.67155
20.704,0.60704
20.736,0.54448
20.768,0.50538
20.800,0.46921
20.832,0.44086
20.864,0.40958
20.896,0.37732
20.928,0.34702
20.960,0.32747
20.992,0.31867
21.024,0.3089
21.056,0.29521
21.088,0.28348
21.120,0.27957
21.152,0.26979
21.184,0.26393
21.216,0.25806
21.248,0.30108
21.280,0.43597
21.312,0.64809
21.344,0.74096
21.376,0.74389
21.408,0.70577
21.440,0.64418
21.472,0.58456
21.504,0.52297
21.536,0.48387
21.568,0.45455
21.600,0.42229
21.632,0.39003
21.664,0.36364
21.696,0.32845
21.728,0.31183
21.760,0.30401
21.792,0.2913
21.824,0.27273
21.856,0.2737
21.888,0.26491
21.920,0.25513
21.952,0.24829
21.984,0.2434
22.016,0.28739
22.048,0.41935
22.080,0.6217
22.112,0.70186
22.144,0.70088
22.176,0.65689
22.208,0.59922
22.240,0.54448
22.272,0.4956
22.304,0.46334
22.336,0.43402
22.368,0.4086
22.400,0.38025
22.432,0.35777
22.464,0.33236
22.496,0.31867
22.528,0.31378
22.560,0.30499
22.592,0.29032
22.624,0.27957
22.656,0.2737
22.688,0.2737
22.720,0.27077
22.752,0.27077
22.784,0.33333
22.816,0.48485
22.848,0.68328
22.880,0.74682
22.912,0.73021
22.944,0.68426
22.976,0.62268
23.008,0.56305
23.040,0.5132
23.072,0.48485
23.104,0.45064
23.136,0.41153
23.168,0.38221
23.200,0.35582
23.232,0.32551
23.264,0.31378
23.296,0.30499
23.328,0.29619
23.360,0.28641
23.392,0.27566
23.424,0.26491
23.456,0.26002
23.488,0.25318
23.520,0.2522
23.552,0.33431
23.584,0.49658
23.616,0.69404
23.648,0.74096
23.680,0.72043
23.712,0.67058
23.744,0.60997
23.776,0.55816
23.808,0.50831
23.840,0.47801
23.872,0.44575
23.904,0.4086
23.936,0.38123
23.968,0.35875
24.000,0.33138
24.032,0.31867
24.064,0.30792
24.096,0.30108
24.128,0.29032
24.160,0.27664
24.192,0.26882
24.224,0.26491
24.256,0.26002
24.288,0.26686
24.320,0.35386
24.352,0.50831
24.384,0.68817
24.416,0.72532
24.448,0.70479
24.480,0.65591
24.512,0.59238
24.544,0.53959
24.576,0.48876
24.608,0.46237
24.640,0.43304
24.672,0.39589
24.704,0.36657
24.736,0.34702
24.768,0.3216
24.800,0.3089
24.832,0.29717
24.864,0.28446
24.896,0.2737
24.928,0.26588
24.960,0.25415
24.992,0.25122
25.024,0.24633
25.056,0.24731
25.088,0.3216
25.120,0.47507
25.152,0.65689
25.184,0.70088
25.216,0.68133
25.248,0.63245
25.280,0.57283
25.312,0.5259
25.344,0.47996
25.376,0.44868
25.408,0.42522
25.440,0.39296
25.472,0.36168
25.504,0.34409
25.536,0.3216
25.568,0.30792
25.600,0.30108
25.632,0.29423
25.664,0.28935
25.696,0.28543
25.728,0.2737
25.760,0.27077
25.792,0.26784
25.824,0.27077
25.856,0.34604
25.888,0.49951
25.920,0.68328
25.952,0.72532
25.984,0.70088
26.016,0.65591
26.048,0.59726
26.080,0.54839
26.112,0.50244
26.144,0.47605
26.176,0.45259
26.208,0.42131
26.240,0.39394
26.272,0.37243
26.304,0.34604
26.336,0.33236
26.368,0.32454
26.400,0.31769
26.432,0.31085
26.464,0.3001
26.496,0.28543
26.528,0.28446
26.560,0.2825
26.592,0.29423
26.624,0.39687
26.656,0.55523
26.688,0.71554
26.720,0.74487
26.752,0.71457
26.784,0.66373
26.816,0.60215
26.848,0.55034
26.880,0.50538
26.912,0.47312
26.944,0.44575
26.976,0.41447
27.008,0.38025
27.040,0.3607
27.072,0.33529
27.104,0.32454
27.136,0.3216
27.168,0.30987
27.200,0.29521
27.232,0.29032
27.264,0.27761
27.296,0.27077
27.328,0.27273
27.360,0.29326
27.392,0.40762
27.424,0.565
27.456,0.71652
27.488,0.73412
27.520,0.69892
27.552,0.64907
27.584,0.58553
27.616,0.53763
27.648,0.48974
27.680,0.4565
27.712,0.42522
27.744,0.39394
27.776,0.36266
27.808,0.33529
27.840,0.31281
27.872,0.29717
27.904,0.28446
27.936,0.27566
27.968,0.26588
28.000,0.25904
28.032,0.25024
28.064,0.24633
28.096,0.24145
28.128,0.25904
28.160,0.37928
28.192,0.53959
28.224,0.69404
28.256,0.71554
28.288,0.67937
28.320,0.62268
28.352,0.56207
28.384,0.50929
28.416,0.46823
28.448,0.44184
28.480,0.41153
28.512,0.38123
28.544,0.35484
28.576,0.33138
28.608,0.30792
28.640,0.29814
28.672,0.28641
28.704,0.27175
28.736,0.26882
28.768,0.26686
