time,PPG
13.248,0.27957
13.280,0.2737
13.312,0.26686
13.344,0.25122
13.376,0.22972
13.408,0.21603
13.440,0.25513
13.472,0.37048
13.504,0.51613
13.536,0.64712
13.568,0.70772
13.600,0.69501
13.632,0.60704
13.664,0.5132
13.696,0.42913
13.728,0.36852
13.760,0.34702
13.792,0.34702
13.824,0.35484
13.856,0.35875
13.888,0.35582
13.920,0.34995
13.952,0.33724
13.984,0.3216
14.016,0.29912
14.048,0.32845
14.080,0.43206
14.112,0.58651
14.144,0.71065
14.176,0.76344
14.208,0.74585
14.240,0.66569
14.272,0.56794
14.304,0.46921
14.336,0.3998
14.368,0.37243
14.400,0.37439
14.432,0.37146
14.464,0.36755
14.496,0.35973
14.528,0.348
14.560,0.33627
14.592,0.31183
14.624,0.2913
14.656,0.30499
14.688,0.39296
14.720,0.52004
14.752,0.62561
14.784,0.6999
14.816,0.68817
14.848,0.62952
14.880,0.54252
14.912,0.46041
14.944,0.40078
14.976,0.3607
15.008,0.34995
15.040,0.34702
15.072,0.34311
15.104,0.33822
15.136,0.33138
15.168,0.31378
15.200,0.29717
15.232,0.28348
15.264,0.29032
15.296,0.3607
15.328,0.47605
15.360,0.62561
15.392,0.68035
15.424,0.67351
15.456,0.61779
15.488,0.53666
15.520,0.45943
15.552,0.38416
15.584,0.35386
15.616,0.34409
15.648,0.34213
15.680,0.34115
15.712,0.33822
15.744,0.32747
15.776,0.31378
15.808,0.29912
15.840,0.28348
15.872,0.2825
15.904,0.33822
15.936,0.49071
15.968,0.6002
16.000,0.66764
16.032,0.67644
16.064,0.63148
16.096,0.55523
16.128,0.44966
16.160,0.39198
16.192,0.35679
16.224,0.34311
16.256,0.34115
16.288,0.34018
16.320,0.33529
16.352,0.30792
16.384,0.28641
16.416,0.26686
16.448,0.24633
16.480,0.23754
16.512,0.30303
16.544,0.42717
16.576,0.56598
16.608,0.66764
16.640,0.69599
16.672,0.65494
16.704,0.53959
16.736,0.44477
16.768,0.36461
16.800,0.31476
16.832,0.29521
16.864,0.2913
16.896,0.28837
16.928,0.28641
16.960,0.28055
16.992,0.26491
17.024,0.24829
17.056,0.23069
17.088,0.21505
17.120,0.26784
17.152,0.3998
17.184,0.56305
17.216,0.68133
17.248,0.72336
17.280,0.68719
17.312,0.60508
17.344,0.50831
17.376,0.42424
17.408,0.37243
17.440,0.35093
17.472,0.33724
17.504,0.33333
17.536,0.33236
17.568,0.33236
17.600,0.3304
17.632,0.32356
17.664,0.30303
17.696,0.2913
17.728,0.33724
17.760,0.4741
17.792,0.61779
17.824,0.73021
17.856,0.7781
17.888,0.74194
17.920,0.65885
17.952,0.55425
17.984,0.46334
18.016,0.40567
18.048,0.36852
18.080,0.36364
18.112,0.3607
18.144,0.35679
18.176,0.34897
18.208,0.33236
18.240,0.31378
18.272,0.2913
18.304,0.29326
18.336,0.3392
18.368,0.435
18.400,0.56794
18.432,0.6999
18.464,0.72727
18.496,0.69892
18.528,0.62366
18.560,0.53763
18.592,0.45552
18.624,0.39003
18.656,0.36755
18.688,0.36168
18.720,0.35973
18.752,0.35484
18.784,0.34995
18.816,0.33724
18.848,0.32258
18.880,0.30694
18.912,0.2913
18.944,0.28446
18.976,0.27664
19.008,0.27077
19.040,0.26882
19.072,0.27077
19.104,0.27273
19.136,0.2737
19.168,0.27468
19.200,0.27175
19.232,0.27175
19.264,0.27273
19.296,0.26979
19.328,0.26979
19.360,0.26784
19.392,0.26979
19.424,0.27273
19.456,0.27761
19.488,0.27664
19.520,0.28152
19.552,0.32942
19.584,0.49853
19.616,0.64809
19.648,0.78397
19.680,0.85337
19.712,0.84262
19.744,0.78201
19.776,0.66764
19.808,0.58456
19.840,0.51222
19.872,0.46823
19.904,0.44673
19.936,0.43597
19.968,0.41935
20.000,0.4086
20.032,0.39198
20.064,0.37243
20.096,0.34995
20.128,0.32454
20.160,0.31574
20.192,0.35777
20.224,0.46139
20.256,0.55718
20.288,0.56598
20.320,0.57869
20.352,0.52981
20.384,0.46725
20.416,0.39589
20.448,0.34018
20.480,0.30792
20.512,0.2913
20.544,0.28935
20.576,0.2913
20.608,0.2913
20.640,0.28641
20.672,0.2825
20.704,0.27664
20.736,0.26686
20.768,0.27175
20.800,0.32942
20.832,0.44086
20.864,0.54057
20.896,0.61681
20.928,0.64321
20.960,0.60997
20.992,0.54545
21.024,0.47312
21.056,0.4174
21.088,0.38221
21.120,0.37243
21.152,0.37341
21.184,0.37243
21.216,0.36852
21.248,0.36657
21.280,0.35777
21.312,0.34213
21.344,0.3304
21.376,0.32063
21.408,0.35093
21.440,0.43206
21.472,0.54545
21.504,0.64809
21.536,0.6696
21.568,0.64809
21.600,0.58749
21.632,0.51515
21.664,0.44184
21.696,0.37634
21.728,0.35386
21.760,0.34506
21.792,0.34213
21.824,0.34018
21.856,0.33529
21.888,0.32356
21.920,0.31183
21.952,0.29619
21.984,0.27957
22.016,0.28543
22.048,0.34702
22.080,0.48778
22.112,0.5738
22.144,0.62463
22.176,0.62366
22.208,0.57967
22.240,0.54057
22.272,0.43695
22.304,0.3783
22.336,0.34213
22.368,0.32551
22.400,0.31867
22.432,0.31769
22.464,0.31378
22.496,0.31183
22.528,0.3001
22.560,0.28152
22.592,0.26686
22.624,0.25709
22.656,0.3216
22.688,0.43206
22.720,0.56305
22.752,0.652
22.784,0.67058
22.816,0.63441
22.848,0.53763
22.880,0.45943
22.912,0.38807
22.944,0.34311
22.976,0.32454
23.008,0.31769
23.040,0.31672
23.072,0.31672
23.104,0.31281
23.136,0.30401
23.168,0.2913
23.200,0.2737
23.232,0.26002
23.264,0.28348
23.296,0.37928
23.328,0.5132
23.360,0.61095
23.392,0.66667
23.424,0.65103
23.456,0.58456
23.488,0.49462
23.520,0.41251
23.552,0.35875
23.584,0.32258
23.616,0.30792
23.648,0.30694
23.680,0.30303
23.712,0.29423
23.744,0.28543
23.776,0.27273
23.808,0.25318
23.840,0.23558
23.872,0.23265
23.904,0.28446
23.936,0.38612
23.968,0.51613
24.000,0.61779
24.032,0.62659
24.064,0.58162
24.096,0.49951
24.128,0.41935
24.160,0.34702
24.192,0.31281
24.224,0.31183
24.256,0.31281
24.288,0.31281
24.320,0.31281
24.352,0.30987
24.384,0.30303
24.416,0.29619
24.448,0.28739
24.480,0.2825
24.512,0.31965
24.544,0.43988
24.576,0.62757
24.608,0.72825
24.640,0.77126
24.672,0.74682
24.704,0.67742
24.736,0.58162
24.768,0.47898
24.800,0.43304
24.832,0.40958
24.864,0.40567
24.896,0.40567
24.928,0.40371
24.960,0.39589
24.992,0.38612
25.024,0.37634
25.056,0.35973
25.088,0.34604
25.120,0.35191
25.152,0.46237
25.184,0.60215
25.216,0.73998
25.248,0.81623
25.280,0.82014
25.312,0.76735
25.344,0.64418
25.376,0.54741
25.408,0.46334
25.440,0.41349
25.472,0.39198
25.504,0.38807
25.536,0.38514
25.568,0.37928
25.600,0.36755
25.632,0.35093
25.664,0.33627
25.696,0.31085
25.728,0.29032
25.760,0.33333
25.792,0.46041
25.824,0.60899
25.856,0.71554
25.888,0.76442
25.920,0.73216
25.952,0.65396
25.984,0.55132
26.016,0.46237
26.048,0.40176
26.080,0.3695
26.112,0.35484
26.144,0.35191
26.176,0.31672
26.208,0.31183
26.240,0.30596
26.272,0.29326
26.304,0.27273
26.336,0.25611
26.368,0.26002
26.400,0.3304
26.432,0.45161
26.464,0.58065
26.496,0.66178
26.528,0.6608
26.560,0.60704
26.592,0.52395
26.624,0.44282
26.656,0.37439
26.688,0.32845
26.720,0.31476
26.752,0.31085
26.784,0.3089
26.816,0.30596
26.848,0.29619
26.880,0.27957
26.912,0.26393
26.944,0.24536
26.976,0.23363
27.008,0.25904
27.040,0.35679
27.072,0.51515
27.104,0.60997
27.136,0.65005
27.168,0.62463
27.200,0.55523
27.232,0.46237
27.264,0.36364
27.296,0.31281
27.328,0.28935
27.360,0.28152
27.392,0.27859
27.424,0.27566
27.456,0.27077
27.488,0.26002
27.520,0.24438
27.552,0.23363
27.584,0.22287
27.616,0.23167
27.648,0.33333
27.680,0.47019
27.712,0.59629
27.744,0.66471
27.776,0.66667
27.808,0.61779
27.840,0.51906
27.872,0.435
27.904,0.37146
27.936,0.34115
27.968,0.33724
28.000,0.34409
28.032,0.34897
28.064,0.348
28.096,0.34702
28.128,0.3695
28.160,0.37146
28.192,0.34995
28.224,0.34506
28.256,0.41056
28.288,0.55425
28.320,0.6911
28.352,0.7869
28.384,0.81916
28.416,0.76637
28.448,0.67644
28.480,0.57185
28.512,0.49071
28.544,0.43206
28.576,0.40176
28.608,0.39101
28.640,0.38905
28.672,0.38221
28.704,0.37439
28.736,0.36168
28.768,0.34311
