time,PPG
28.480,0.83089
28.512,0.83382
28.544,0.79863
28.576,0.69501
28.608,0.58651
28.640,0.52493
28.672,0.48094
28.704,0.44282
28.736,0.39492
28.768,0.34506
