time,PPG
8.448,0.47019
8.480,0.46237
8.512,0.44868
8.544,0.43891
8.576,0.42913
8.608,0.42131
8.640,0.41349
8.672,0.41056
8.704,0.41056
8.736,0.41447
8.768,0.41838
8.800,0.41935
8.832,0.45064
8.864,0.53177
8.896,0.59238
8.928,0.60508
8.960,0.60411
8.992,0.58358
9.024,0.53666
9.056,0.50342
9.088,0.48778
9.120,0.4741
9.152,0.45943
9.184,0.44379
9.216,0.42522
9.248,0.4174
9.280,0.41544
9.312,0.41838
9.344,0.4174
9.376,0.41642
9.408,0.41251
9.440,0.43109
9.472,0.49658
9.504,0.55034
9.536,0.57576
9.568,0.57869
9.600,0.55718
9.632,0.51417
9.664,0.48289
9.696,0.47312
9.728,0.45846
9.760,0.43891
9.792,0.41935
9.824,0.41153
9.856,0.40176
9.888,0.3998
9.920,0.40371
9.952,0.40176
9.984,0.3998
10.016,0.39198
10.048,0.40274
10.080,0.44966
10.112,0.52004
10.144,0.56207
10.176,0.57185
10.208,0.55425
10.240,0.50733
10.272,0.48192
10.304,0.47312
10.336,0.46041
10.368,0.43988
10.400,0.42229
10.432,0.41153
10.464,0.40371
10.496,0.40078
10.528,0.40078
10.560,0.39785
10.592,0.39589
10.624,0.39198
10.656,0.40958
10.688,0.48192
10.720,0.55914
10.752,0.58553
10.784,0.58162
10.816,0.56598
10.848,0.53177
10.880,0.4956
10.912,0.48485
10.944,0.4741
10.976,0.46041
11.008,0.44282
11.040,0.42522
11.072,0.42033
11.104,0.41838
11.136,0.41935
11.168,0.41838
11.200,0.41349
11.232,0.41153
11.264,0.43402
11.296,0.50929
11.328,0.57967
11.360,0.60215
11.392,0.60313
11.424,0.58651
11.456,0.54252
11.488,0.50342
11.520,0.4868
11.552,0.47507
11.584,0.46139
11.616,0.44868
11.648,0.43011
11.680,0.4174
11.712,0.42033
11.744,0.41349
11.776,0.40469
11.808,0.40274
11.840,0.40078
11.872,0.41349
11.904,0.48583
11.936,0.55523
11.968,0.57674
12.000,0.57674
12.032,0.565
12.064,0.51711
12.096,0.47214
12.128,0.46139
12.160,0.44966
12.192,0.43402
12.224,0.41935
12.256,0.40958
12.288,0.40371
12.320,0.40274
12.352,0.39883
12.384,0.40469
12.416,0.40567
12.448,0.39687
12.480,0.40567
12.512,0.46432
12.544,0.55327
12.576,0.6002
12.608,0.60606
12.640,0.5826
12.672,0.53372
12.704,0.5044
12.736,0.50049
12.768,0.49951
12.800,0.49951
12.832,0.49951
12.864,0.4868
12.896,0.47116
12.928,0.45552
12.960,0.45064
12.992,0.43988
13.024,0.42326
13.056,0.41251
13.088,0.41153
13.120,0.44379
13.152,0.5044
13.184,0.54545
13.216,0.55034
13.248,0.51906
13.280,0.46725
13.312,0.42815
13.344,0.41544
13.376,0.4086
13.408,0.40762
13.440,0.3998
13.472,0.39198
13.504,0.38319
13.536,0.38514
13.568,0.3871
13.600,0.38807
13.632,0.39003
13.664,0.38416
13.696,0.3998
13.728,0.4653
13.760,0.55327
13.792,0.59824
13.824,0.60411
13.856,0.5914
13.888,0.56305
13.920,0.51808
13.952,0.48876
13.984,0.48094
14.016,0.45943
14.048,0.44575
14.080,0.42913
14.112,0.41935
14.144,0.41642
14.176,0.41642
14.208,0.41447
14.240,0.41349
14.272,0.40958
14.304,0.41935
14.336,0.47019
14.368,0.54839
14.400,0.59824
14.432,0.61095
14.464,0.59922
14.496,0.57087
14.528,0.53079
14.560,0.50538
14.592,0.4956
14.624,0.47801
14.656,0.46237
14.688,0.44868
14.720,0.43206
14.752,0.42326
14.784,0.42424
14.816,0.42229
14.848,0.42229
14.880,0.42229
14.912,0.42229
14.944,0.44575
14.976,0.52884
15.008,0.57967
15.040,0.59238
15.072,0.58847
15.104,0.56207
15.136,0.51711
15.168,0.48094
15.200,0.47019
15.232,0.45943
15.264,0.44477
15.296,0.42913
15.328,0.42229
15.360,0.41349
15.392,0.41251
15.424,0.40958
15.456,0.40469
15.488,0.39883
15.520,0.39003
15.552,0.40567
15.584,0.46041
15.616,0.52297
15.648,0.55816
15.680,0.56305
15.712,0.54448
15.744,0.48974
15.776,0.46432
15.808,0.4565
15.840,0.44379
15.872,0.42913
15.904,0.41935
15.936,0.4086
15.968,0.40078
16.000,0.39785
16.032,0.39198
16.064,0.38807
16.096,0.38221
16.128,0.37048
16.160,0.38221
16.192,0.43891
16.224,0.50733
16.256,0.55425
16.288,0.565
16.320,0.53763
16.352,0.50244
16.384,0.48094
16.416,0.47214
16.448,0.46334
16.480,0.45455
16.512,0.44673
16.544,0.43891
16.576,0.43206
16.608,0.42815
16.640,0.42913
16.672,0.42815
16.704,0.42815
16.736,0.42424
16.768,0.43891
16.800,0.49853
16.832,0.565
16.864,0.59335
16.896,0.59531
16.928,0.57869
16.960,0.5435
16.992,0.5132
17.024,0.49658
17.056,0.48289
17.088,0.4653
17.120,0.45161
17.152,0.44282
17.184,0.43793
17.216,0.43206
17.248,0.43109
17.280,0.43011
17.312,0.42522
17.344,0.41838
17.376,0.41544
17.408,0.45846
17.440,0.52884
17.472,0.57674
17.504,0.58065
17.536,0.5738
17.568,0.5435
17.600,0.4956
17.632,0.47801
17.664,0.46921
17.696,0.45259
17.728,0.44282
17.760,0.435
17.792,0.4262
17.824,0.41935
17.856,0.41544
17.888,0.41447
17.920,0.41447
17.952,0.4086
17.984,0.40567
18.016,0.42815
18.048,0.51026
18.080,0.56305
18.112,0.57869
18.144,0.56696
18.176,0.52688
18.208,0.49365
18.240,0.4653
18.272,0.45357
18.304,0.435
18.336,0.42326
18.368,0.41447
18.400,0.40567
18.432,0.39296
18.464,0.38905
18.496,0.38905
18.528,0.3871
18.560,0.38807
18.592,0.39687
18.624,0.47116
18.656,0.56794
18.688,0.61584
18.720,0.62072
18.752,0.60411
18.784,0.57478
18.816,0.51417
18.848,0.49853
18.880,0.48192
18.912,0.46628
18.944,0.4477
18.976,0.43304
19.008,0.42033
19.040,0.41153
19.072,0.41153
19.104,0.40762
19.136,0.40958
19.168,0.40274
19.200,0.4086
19.232,0.46237
19.264,0.54545
19.296,0.62072
19.328,0.63441
19.360,0.61584
19.392,0.57869
19.424,0.52102
19.456,0.49267
19.488,0.4741
19.520,0.45455
19.552,0.435
19.584,0.42326
19.616,0.41642
19.648,0.41447
19.680,0.40958
19.712,0.40958
19.744,0.40665
19.776,0.3998
19.808,0.39589
19.840,0.41447
19.872,0.48778
19.904,0.56696
19.936,0.6002
19.968,0.59922
20.000,0.56207
20.032,0.50635
20.064,0.47312
20.096,0.45846
20.128,0.44868
20.160,0.43206
20.192,0.42131
20.224,0.40665
20.256,0.39785
20.288,0.39198
20.320,0.38905
20.352,0.38416
20.384,0.3783
20.416,0.37048
20.448,0.38025
20.480,0.44868
20.512,0.52199
20.544,0.56109
20.576,0.55718
20.608,0.53275
20.640,0.48778
20.672,0.46334
20.704,0.4565
20.736,0.43695
20.768,0.42131
20.800,0.41447
20.832,0.40567
20.864,0.40469
20.896,0.40176
20.928,0.40958
20.960,0.40567
20.992,0.40567
21.024,0.40078
21.056,0.41544
21.088,0.48876
21.120,0.59726
21.152,0.62952
21.184,0.62561
21.216,0.60411
21.248,0.56109
21.280,0.51026
21.312,0.49071
21.344,0.48094
21.376,0.46237
21.408,0.44282
21.440,0.42229
21.472,0.41935
21.504,0.41056
21.536,0.40665
21.568,0.40469
21.600,0.39492
21.632,0.38416
21.664,0.38319
21.696,0.44477
21.728,0.53372
21.760,0.58847
21.792,0.59922
21.824,0.58456
21.856,0.54936
21.888,0.49071
21.920,0.47019
21.952,0.45943
21.984,0.44379
22.016,0.42522
22.048,0.41447
22.080,0.40078
22.112,0.39394
22.144,0.39296
22.176,0.39687
22.208,0.39394
22.240,0.39198
22.272,0.38807
22.304,0.41838
22.336,0.48974
22.368,0.55718
22.400,0.58065
22.432,0.57869
22.464,0.52981
22.496,0.48192
22.528,0.46041
22.560,0.4565
22.592,0.43891
22.624,0.42326
22.656,0.40958
22.688,0.40078
22.720,0.39394
22.752,0.38807
22.784,0.38221
22.816,0.38514
22.848,0.38612
22.880,0.38416
22.912,0.43402
22.944,0.52688
22.976,0.58553
23.008,0.59824
23.040,0.58651
23.072,0.55425
23.104,0.51026
23.136,0.48876
23.168,0.47898
23.200,0.46725
23.232,0.44673
23.264,0.43304
23.296,0.42229
23.328,0.41447
23.360,0.41251
23.392,0.4086
23.424,0.41251
23.456,0.4174
23.488,0.41447
23.520,0.44575
23.552,0.53079
23.584,0.58847
23.616,0.61095
23.648,0.59824
23.680,0.56989
23.712,0.52297
23.744,0.49462
23.776,0.4868
23.808,0.47019
23.840,0.45161
23.872,0.43402
23.904,0.42424
23.936,0.41935
23.968,0.41642
24.000,0.40469
24.032,0.40274
24.064,0.40469
24.096,0.40078
24.128,0.41447
24.160,0.4741
24.192,0.57283
24.224,0.59726
24.256,0.59335
24.288,0.57576
24.320,0.52199
24.352,0.4868
24.384,0.47116
24.416,0.45259
24.448,0.43304
24.480,0.42033
24.512,0.40958
24.544,0.40567
24.576,0.39883
24.608,0.39687
24.640,0.40176
24.672,0.40078
24.704,0.39296
24.736,0.38807
24.768,0.4477
24.800,0.53275
24.832,0.57478
24.864,0.5826
24.896,0.56109
24.928,0.52004
24.960,0.47116
24.992,0.4565
25.024,0.4477
25.056,0.42815
25.088,0.41642
25.120,0.41056
25.152,0.40078
25.184,0.39296
25.216,0.39198
25.248,0.39883
25.280,0.3998
25.312,0.39394
25.344,0.41153
25.376,0.48778
25.408,0.57087
25.440,0.61584
25.472,0.62072
25.504,0.60215
25.536,0.54545
25.568,0.50929
25.600,0.49756
25.632,0.48876
25.664,0.46921
25.696,0.44966
25.728,0.42815
25.760,0.42229
25.792,0.41838
25.824,0.41544
25.856,0.41838
25.888,0.41935
25.920,0.41153
25.952,0.41642
25.984,0.46041
26.016,0.55132
26.048,0.60997
26.080,0.61779
26.112,0.59824
26.144,0.56305
26.176,0.51222
26.208,0.48387
26.240,0.47312
26.272,0.45846
26.304,0.43109
26.336,0.41349
26.368,0.40469
26.400,0.39785
26.432,0.3998
26.464,0.40078
26.496,0.40078
26.528,0.39687
26.560,0.38905
26.592,0.40469
26.624,0.47898
26.656,0.55327
26.688,0.59335
26.720,0.59042
26.752,0.56109
26.784,0.50831
26.816,0.47898
26.848,0.46725
26.880,0.44477
26.912,0.42522
26.944,0.4086
26.976,0.40469
27.008,0.40176
27.040,0.39394
27.072,0.39785
27.104,0.39589
27.136,0.39198
27.168,0.38416
27.200,0.3871
27.232,0.4262
27.264,0.53079
27.296,0.57967
27.328,0.58553
27.360,0.55621
27.392,0.50244
27.424,0.46725
27.456,0.45064
27.488,0.43695
27.520,0.4262
27.552,0.41447
27.584,0.4086
27.616,0.40176
27.648,0.40371
27.680,0.40567
27.712,0.4086
27.744,0.40567
27.776,0.40274
27.808,0.4086
27.840,0.47703
27.872,0.57283
27.904,0.6217
27.936,0.63539
27.968,0.62072
28.000,0.57967
28.032,0.51906
28.064,0.48583
28.096,0.47898
28.128,0.47019
28.160,0.44966
28.192,0.43206
28.224,0.41056
28.256,0.40469
28.288,0.40176
28.320,0.40371
28.352,0.40469
28.384,0.40665
28.416,0.39785
28.448,0.41642
28.480,0.48974
28.512,0.56794
28.544,0.59531
28.576,0.59433
28.608,0.56696
28.640,0.51808
28.672,0.4868
28.704,0.47312
28.736,0.46237
28.768,0.44575
