time,PPG
7.200,0.38319
7.232,0.3695
7.264,0.36168
7.296,0.38612
7.328,0.45455
7.360,0.51613
7.392,0.57283
7.424,0.61681
7.456,0.63441
7.488,0.63343
7.520,0.60899
7.552,0.57478
7.584,0.54154
7.616,0.50538
7.648,0.47312
7.680,0.43988
7.712,0.41935
7.744,0.40762
7.776,0.38514
7.808,0.36266
7.840,0.35386
7.872,0.36364
7.904,0.42326
7.936,0.49365
7.968,0.55816
8.000,0.59922
8.032,0.62757
8.064,0.63245
8.096,0.61877
8.128,0.58358
8.160,0.54545
8.192,0.51026
8.224,0.48485
8.256,0.46041
8.288,0.44086
8.320,0.41153
8.352,0.37634
8.384,0.36657
8.416,0.3607
8.448,0.35973
8.480,0.38905
8.512,0.45357
8.544,0.52199
8.576,0.55621
8.608,0.5738
8.640,0.58651
8.672,0.57087
8.704,0.54057
8.736,0.50147
8.768,0.46725
8.800,0.43891
8.832,0.39687
8.864,0.3695
8.896,0.35875
8.928,0.34213
8.960,0.32454
8.992,0.31085
9.024,0.29032
9.056,0.30108
9.088,0.35777
9.120,0.46139
9.152,0.51711
9.184,0.54252
9.216,0.56109
9.248,0.56207
9.280,0.55327
9.312,0.52786
9.344,0.49071
9.376,0.46139
9.408,0.435
9.440,0.41642
9.472,0.39492
9.504,0.3783
9.536,0.36364
9.568,0.35484
9.600,0.33627
9.632,0.32551
9.664,0.35484
9.696,0.41349
9.728,0.47312
9.760,0.51222
9.792,0.54252
9.824,0.55718
9.856,0.55523
9.888,0.53177
9.920,0.5044
9.952,0.47801
9.984,0.44086
10.016,0.41838
10.048,0.3998
10.080,0.38319
10.112,0.36168
10.144,0.34311
10.176,0.32942
10.208,0.32356
10.240,0.33333
10.272,0.38123
10.304,0.44575
10.336,0.49756
10.368,0.54643
10.400,0.56305
10.432,0.57087
10.464,0.56207
10.496,0.53959
10.528,0.50831
10.560,0.46334
10.592,0.44086
10.624,0.42033
10.656,0.40078
10.688,0.38416
10.720,0.3695
10.752,0.34995
10.784,0.3392
10.816,0.34897
10.848,0.39883
10.880,0.46628
10.912,0.51808
10.944,0.57087
10.976,0.59433
11.008,0.60508
11.040,0.6002
11.072,0.60508
11.104,0.58065
11.136,0.53959
11.168,0.50538
11.200,0.47801
11.232,0.45943
11.264,0.44575
11.296,0.42522
11.328,0.40176
11.360,0.39003
11.392,0.39589
11.424,0.4262
11.456,0.48974
11.488,0.55034
11.520,0.61584
11.552,0.64321
11.584,0.65885
11.616,0.66667
11.648,0.65494
11.680,0.62561
11.712,0.57967
11.744,0.5523
11.776,0.52004
11.808,0.49658
11.840,0.47703
11.872,0.46041
11.904,0.43793
11.936,0.41935
11.968,0.40567
12.000,0.41153
12.032,0.45161
12.064,0.5132
12.096,0.5914
12.128,0.63245
12.160,0.66471
12.192,0.68035
12.224,0.67742
12.256,0.65787
12.288,0.61486
12.320,0.58162
12.352,0.55327
12.384,0.52395
12.416,0.50342
12.448,0.48485
12.480,0.46041
12.512,0.44868
12.544,0.43206
12.576,0.4262
12.608,0.46139
12.640,0.52199
12.672,0.6002
12.704,0.6393
12.736,0.66471
12.768,0.67742
12.800,0.67546
12.832,0.66178
12.864,0.62366
12.896,0.58651
12.928,0.55718
12.960,0.52981
12.992,0.50538
13.024,0.47507
13.056,0.43304
13.088,0.42131
13.120,0.40958
13.152,0.40762
13.184,0.43597
13.216,0.49462
13.248,0.56696
13.280,0.60606
13.312,0.63441
13.344,0.64614
13.376,0.64223
13.408,0.62952
13.440,0.59042
13.472,0.56109
13.504,0.53275
13.536,0.50635
13.568,0.48387
13.600,0.46921
13.632,0.4477
13.664,0.43206
13.696,0.42033
13.728,0.41447
13.760,0.43304
13.792,0.48778
13.824,0.56598
13.856,0.60997
13.888,0.63343
13.920,0.652
13.952,0.65396
13.984,0.63636
14.016,0.59824
14.048,0.56598
14.080,0.54545
14.112,0.51906
14.144,0.49658
14.176,0.47898
14.208,0.46041
14.240,0.44379
14.272,0.42717
14.304,0.41935
14.336,0.43206
14.368,0.48192
14.400,0.55425
14.432,0.59922
14.464,0.63539
14.496,0.65298
14.528,0.65396
14.560,0.63734
14.592,0.60997
14.624,0.57967
14.656,0.55034
14.688,0.52199
14.720,0.50342
14.752,0.48876
14.784,0.4653
14.816,0.45259
14.848,0.435
14.880,0.42913
14.912,0.43402
14.944,0.46823
14.976,0.5435
15.008,0.565
15.040,0.60117
15.072,0.61486
15.104,0.61486
15.136,0.60606
15.168,0.58553
15.200,0.54643
15.232,0.50831
15.264,0.48485
15.296,0.46823
15.328,0.44673
15.360,0.41935
15.392,0.40567
15.424,0.39394
15.456,0.38025
15.488,0.37928
15.520,0.41251
15.552,0.49462
15.584,0.54741
15.616,0.58944
15.648,0.61584
15.680,0.62463
15.712,0.61681
15.744,0.58065
15.776,0.54839
15.808,0.52493
15.840,0.49462
15.872,0.47312
15.904,0.45357
15.936,0.43206
15.968,0.41838
16.000,0.39883
16.032,0.38514
16.064,0.38221
16.096,0.39394
16.128,0.47214
16.160,0.53372
16.192,0.58065
16.224,0.60606
16.256,0.61584
16.288,0.61095
16.320,0.58651
16.352,0.55425
16.384,0.52004
16.416,0.49658
16.448,0.47116
16.480,0.44868
16.512,0.43206
16.544,0.42131
16.576,0.40176
16.608,0.3871
16.640,0.37537
16.672,0.3871
16.704,0.45161
16.736,0.5044
16.768,0.5523
16.800,0.59335
16.832,0.6129
16.864,0.61193
16.896,0.57967
16.928,0.55523
16.960,0.53079
16.992,0.49853
17.024,0.47507
17.056,0.44868
17.088,0.43011
17.120,0.42033
17.152,0.3998
17.184,0.37537
17.216,0.36657
17.248,0.3695
17.280,0.42326
17.312,0.4868
17.344,0.54936
17.376,0.59531
17.408,0.61388
17.440,0.61681
17.472,0.60802
17.504,0.5738
17.536,0.53959
17.568,0.50635
17.600,0.48094
17.632,0.45846
17.664,0.42717
17.696,0.41349
17.728,0.39198
17.760,0.37537
17.792,0.37048
17.824,0.36657
17.856,0.40176
17.888,0.46628
17.920,0.52786
17.952,0.57576
17.984,0.60313
18.016,0.61584
18.048,0.60411
18.080,0.57674
18.112,0.5435
18.144,0.51124
18.176,0.48094
18.208,0.45552
18.240,0.435
18.272,0.41642
18.304,0.39394
18.336,0.37634
18.368,0.3695
18.400,0.35973
18.432,0.37928
18.464,0.43402
18.496,0.50538
18.528,0.55425
18.560,0.57967
18.592,0.59238
18.624,0.57674
18.656,0.55132
18.688,0.51026
18.720,0.46921
18.752,0.43988
18.784,0.41544
18.816,0.37928
18.848,0.36461
18.880,0.348
18.912,0.32942
18.944,0.34506
18.976,0.33138
19.008,0.33236
19.040,0.37341
19.072,0.43988
19.104,0.49853
19.136,0.52884
19.168,0.54936
19.200,0.55327
19.232,0.53275
19.264,0.50342
19.296,0.4741
19.328,0.45259
19.360,0.43011
19.392,0.39785
19.424,0.38416
19.456,0.36852
19.488,0.34995
19.520,0.33822
19.552,0.31867
19.584,0.30987
19.616,0.33529
19.648,0.39101
19.680,0.4565
19.712,0.5044
19.744,0.5347
19.776,0.55718
19.808,0.55327
19.840,0.53275
19.872,0.50342
19.904,0.47312
19.936,0.44477
19.968,0.41153
20.000,0.38807
20.032,0.36852
20.064,0.348
20.096,0.33529
20.128,0.31476
20.160,0.29326
20.192,0.29619
20.224,0.34213
20.256,0.41251
20.288,0.46921
20.320,0.51906
20.352,0.56403
20.384,0.57283
20.416,0.56598
20.448,0.54545
20.480,0.51808
20.512,0.47801
20.544,0.435
20.576,0.41447
20.608,0.39003
20.640,0.36168
20.672,0.348
20.704,0.33627
20.736,0.31769
20.768,0.30987
20.800,0.33138
20.832,0.40371
20.864,0.47605
20.896,0.57478
20.928,0.64614
20.960,0.66764
20.992,0.68035
21.024,0.66178
21.056,0.63343
21.088,0.60117
21.120,0.55034
21.152,0.52199
21.184,0.4956
21.216,0.47116
21.248,0.45357
21.280,0.43402
21.312,0.40176
21.344,0.39296
21.376,0.40958
21.408,0.46334
21.440,0.53177
21.472,0.59726
21.504,0.65396
21.536,0.67742
21.568,0.69208
21.600,0.6911
21.632,0.66862
21.664,0.63148
21.696,0.57967
21.728,0.54448
21.760,0.51906
21.792,0.49853
21.824,0.47703
21.856,0.45357
21.888,0.43304
21.920,0.4174
21.952,0.41935
21.984,0.45357
22.016,0.52199
22.048,0.6002
22.080,0.6608
22.112,0.68817
22.144,0.70772
22.176,0.70772
22.208,0.69404
22.240,0.66178
22.272,0.61486
22.304,0.58162
22.336,0.54545
22.368,0.52102
22.400,0.50244
22.432,0.48094
22.464,0.46139
22.496,0.44868
22.528,0.43988
22.560,0.45943
22.592,0.51417
22.624,0.58944
22.656,0.66178
22.688,0.6999
22.720,0.72336
22.752,0.73216
22.784,0.71945
22.816,0.69013
22.848,0.6129
22.880,0.52981
22.912,0.50831
22.944,0.48485
22.976,0.46725
23.008,0.44966
23.040,0.43011
23.072,0.41838
23.104,0.40665
23.136,0.41544
23.168,0.45846
23.200,0.51906
23.232,0.58358
23.264,0.61388
23.296,0.63343
23.328,0.64516
23.360,0.63245
23.392,0.60606
23.424,0.56696
23.456,0.54252
23.488,0.51515
23.520,0.49071
23.552,0.47214
23.584,0.4565
23.616,0.44086
23.648,0.42229
23.680,0.41153
23.712,0.4174
23.744,0.45161
23.776,0.50831
23.808,0.57478
23.840,0.6129
23.872,0.63734
23.904,0.64516
23.936,0.63832
23.968,0.61584
24.000,0.57771
24.032,0.55034
24.064,0.52102
24.096,0.49951
24.128,0.48192
24.160,0.46334
24.192,0.44184
24.224,0.42913
24.256,0.41935
24.288,0.41838
24.320,0.43988
24.352,0.49365
24.384,0.56109
24.416,0.6002
24.448,0.62952
24.480,0.6393
24.512,0.63441
24.544,0.61779
24.576,0.58651
24.608,0.55621
24.640,0.53177
24.672,0.50831
24.704,0.4868
24.736,0.47214
24.768,0.45259
24.800,0.43695
24.832,0.38807
24.864,0.37341
24.896,0.38807
24.928,0.43793
24.960,0.51808
24.992,0.57283
25.024,0.61095
25.056,0.62561
25.088,0.6305
25.120,0.62072
25.152,0.58749
25.184,0.5523
25.216,0.51711
25.248,0.48974
25.280,0.46628
25.312,0.44379
25.344,0.4262
25.376,0.41544
25.408,0.39589
25.440,0.38025
25.472,0.37341
25.504,0.40371
25.536,0.48485
25.568,0.54057
25.600,0.58847
25.632,0.61486
25.664,0.62463
25.696,0.6217
25.728,0.58944
25.760,0.55621
25.792,0.52199
25.824,0.49853
25.856,0.47898
25.888,0.45357
25.920,0.435
25.952,0.42522
25.984,0.40958
26.016,0.39003
26.048,0.3783
26.080,0.3871
26.112,0.44868
26.144,0.51222
26.176,0.56696
26.208,0.59922
26.240,0.61388
26.272,0.61095
26.304,0.59335
26.336,0.55816
26.368,0.52297
26.400,0.49951
26.432,0.47605
26.464,0.45455
26.496,0.435
26.528,0.4174
26.560,0.39785
26.592,0.38416
26.624,0.38025
26.656,0.38221
26.688,0.41447
26.720,0.46921
26.752,0.53177
26.784,0.57283
26.816,0.60313
26.848,0.61681
26.880,0.60313
26.912,0.57283
26.944,0.54545
26.976,0.52102
27.008,0.48289
27.040,0.45455
27.072,0.43597
27.104,0.4174
27.136,0.39492
27.168,0.37732
27.200,0.37243
27.232,0.36461
27.264,0.37634
27.296,0.42424
27.328,0.49756
27.360,0.55621
27.392,0.58553
27.424,0.60411
27.456,0.60704
27.488,0.59335
27.520,0.55914
27.552,0.5259
27.584,0.49853
27.616,0.47214
27.648,0.43891
27.680,0.41838
27.712,0.40469
27.744,0.39394
27.776,0.37439
27.808,0.35777
27.840,0.35875
27.872,0.39198
27.904,0.4565
27.936,0.52102
27.968,0.57087
28.000,0.59531
28.032,0.59824
28.064,0.58749
28.096,0.565
28.128,0.53079
28.160,0.49071
28.192,0.45846
28.224,0.41935
28.256,0.39101
28.288,0.37146
28.320,0.35386
28.352,0.34018
28.384,0.31867
28.416,0.30108
28.448,0.30499
28.480,0.34995
28.512,0.41447
28.544,0.47116
28.576,0.50929
28.608,0.52395
28.640,0.52395
28.672,0.50244
28.704,0.47507
28.736,0.44477
28.768,0.45552
